"text_pred","img_pred","label"
"0.5406380295753479","0.004595017060637474","0.0"
"0.3618922233581543","0.06694554537534714","0.0"
"0.4324581027030945","0.020188473165035248","0.0"
"0.3848034143447876","0.023442022502422333","0.0"
"0.30828168988227844","0.0046127368696033955","0.0"
"0.3044423758983612","0.006347232032567263","0.0"
"0.33155372738838196","0.006021777633577585","0.0"
"0.6693174242973328","0.020161425694823265","0.0"
"0.4080992341041565","0.0020530058536678553","0.0"
"0.42656028270721436","0.0017717487644404173","0.0"
"0.4297759532928467","0.010942564345896244","0.0"
"0.3360103666782379","0.020777413621544838","0.0"
"0.8466618657112122","0.006979519035667181","0.0"
"0.4946782886981964","0.022845899686217308","0.0"
"0.36138805747032166","0.004027486313134432","0.0"
"0.5499719381332397","0.011876717209815979","0.0"
"0.3495508134365082","0.007418654393404722","0.0"
"0.4561206102371216","0.004063482396304607","0.0"
"0.4560369551181793","0.009526295587420464","0.0"
"0.3005721867084503","0.015418758615851402","0.0"
"0.20963583886623383","0.004634480457752943","0.0"
"0.5207500457763672","0.026875777170062065","0.0"
"0.22992849349975586","0.014679232612252235","0.0"
"0.7236912846565247","0.002381132682785392","0.0"
"0.27305611968040466","0.011748231947422028","0.0"
"0.2899235785007477","0.009809155017137527","0.0"
"0.33557766675949097","0.0080772889778018","0.0"
"0.48779037594795227","0.020268425345420837","0.0"
"0.3132214844226837","0.014612113125622272","0.0"
"0.2683759927749634","0.015710653737187386","0.0"
"0.4661954343318939","0.004554872866719961","0.0"
"0.40191879868507385","0.0017876182682812214","0.0"
"0.3496001064777374","0.02707149088382721","0.0"
"0.4298706650733948","0.03349507600069046","0.0"
"0.33483463525772095","0.004456906579434872","0.0"
"0.22591157257556915","0.006380855571478605","0.0"
"0.24720905721187592","0.01214032806456089","0.0"
"0.34197720885276794","0.007157723885029554","0.0"
"0.6595559120178223","0.004616355057805777","0.0"
"0.4271256625652313","0.24602656066417694","0.0"
"0.3841482400894165","0.003208637237548828","0.0"
"0.39164888858795166","0.04013652727007866","0.0"
"0.44452613592147827","0.021275939419865608","0.0"
"0.28734880685806274","0.0015309462323784828","0.0"
"0.33174020051956177","0.031682055443525314","0.0"
"0.7912468314170837","0.00800366047769785","0.0"
"0.45825284719467163","0.002182913711294532","0.0"
"0.7423891425132751","0.005197162739932537","0.0"
"0.42231276631355286","0.0759611651301384","0.0"
"0.40244242548942566","0.02174265682697296","0.0"
"0.7032248377799988","0.026795431971549988","0.0"
"0.42934027314186096","0.003570731496438384","0.0"
"0.42085444927215576","0.004844379611313343","0.0"
"0.6280978322029114","0.0005114582600072026","0.0"
"0.37624606490135193","0.01214032806456089","0.0"
"0.1691644936800003","0.023278048262000084","0.0"
"0.6923772692680359","0.014544270001351833","0.0"
"0.5717600584030151","0.012179999612271786","0.0"
"0.5084309577941895","0.0028362602461129427","0.0"
"0.5557859539985657","0.10913590341806412","0.0"
"0.7005724310874939","0.03299277648329735","0.0"
"0.41779452562332153","0.008591055870056152","0.0"
"0.22132857143878937","0.005442799534648657","0.0"
"0.44903987646102905","0.008895752020180225","0.0"
"0.42528408765792847","0.03784633427858353","0.0"
"0.4643232226371765","0.014612113125622272","0.0"
"0.3848295211791992","0.02876005880534649","0.0"
"0.45845064520835876","0.00884466152638197","0.0"
"0.4206921458244324","0.05507633090019226","0.0"
"0.16632382571697235","0.00753945903852582","0.0"
"0.5726954936981201","0.022531751543283463","0.0"
"0.37309160828590393","0.004987125284969807","0.0"
"0.4727875888347626","0.007710050325840712","0.0"
"0.4843832850456238","0.026795431971549988","0.0"
"0.6076335310935974","0.06626176089048386","0.0"
"0.6772755980491638","0.057610299438238144","0.0"
"0.2817300260066986","0.0005231378017924726","0.0"
"0.35505953431129456","0.003611526684835553","0.0"
"0.49576467275619507","0.005348585546016693","0.0"
"0.5155333876609802","0.015332651324570179","0.0"
"0.41095107793807983","0.052071623504161835","0.0"
"0.263079971075058","0.025182634592056274","0.0"
"0.6271283626556396","0.0012909097131341696","0.0"
"0.27221500873565674","0.023278048262000084","0.0"
"0.4821944832801819","0.019300755113363266","0.0"
"0.7292304039001465","0.001755793928168714","0.0"
"0.38319775462150574","0.031682055443525314","0.0"
"0.333589106798172","0.003491949522867799","0.0"
"0.35301148891448975","0.01591857708990574","0.0"
"0.5250307321548462","0.004040738567709923","0.0"
"0.28838732838630676","0.017980054020881653","0.0"
"0.7443293333053589","0.004096467047929764","0.0"
"0.2613893151283264","0.048310086131095886","0.0"
"0.21013277769088745","0.0043903496116399765","0.0"
"0.307079941034317","0.4250953793525696","0.0"
"0.3539220988750458","0.06694554537534714","0.0"
"0.6804752945899963","0.009311926551163197","0.0"
"0.3617262840270996","0.020777413621544838","0.0"
"0.5465373396873474","0.005264973733574152","0.0"
"0.5616738796234131","0.003618429647758603","0.0"
"0.4347969889640808","0.0025612276513129473","0.0"
"0.47779563069343567","0.002656396245583892","0.0"
"0.6045055985450745","0.0066620768047869205","0.0"
"0.4280543327331543","0.026875777170062065","0.0"
"0.3160420358181","0.002126367064192891","0.0"
"0.4494210183620453","0.009114915505051613","0.0"
"0.30665305256843567","0.0009365085861645639","0.0"
"0.4767366349697113","0.009256583638489246","0.0"
"0.7808599472045898","0.004783988930284977","0.0"
"0.2947239875793457","0.0091229984536767","0.0"
"0.3023916780948639","0.004164098296314478","0.0"
"0.5640097856521606","0.012387779541313648","0.0"
"0.7115371227264404","0.0028463411144912243","0.0"
"0.3838478624820709","0.002182913711294532","0.0"
"0.5549440979957581","0.010077611543238163","0.0"
"0.3380030393600464","0.0021666300017386675","0.0"
"0.5654338598251343","0.05992560088634491","0.0"
"0.4689432978630066","0.006319794338196516","0.0"
"0.4726443290710449","0.004230295307934284","0.0"
"0.5756015181541443","0.06694554537534714","0.0"
"0.4332115650177002","0.018882473930716515","0.0"
"0.3434070646762848","0.014056679792702198","0.0"
"0.4977317750453949","0.016329677775502205","0.0"
"0.5906031131744385","0.04107968509197235","0.0"
"0.6077525615692139","0.0046955496072769165","0.0"
"0.43106767535209656","0.013180301524698734","0.0"
"0.4747985601425171","0.012083353474736214","0.0"
"0.5217620134353638","0.008872134611010551","0.0"
"0.46912679076194763","0.004580221138894558","0.0"
"0.40971124172210693","0.0020172179210931063","0.0"
"0.23062261939048767","0.01089335884898901","0.0"
"0.3393170237541199","0.006832783576101065","0.0"
"0.3240374028682709","0.006482981611043215","0.0"
"0.3532087206840515","0.005510073155164719","0.0"
"0.5186824798583984","0.006017501000314951","0.0"
"0.46991869807243347","0.005185534246265888","0.0"
"0.6607691049575806","0.015218707732856274","0.0"
"0.5492056012153625","0.5353606343269348","0.0"
"0.642299234867096","0.026775483042001724","0.0"
"0.37281334400177","0.004378603771328926","0.0"
"0.3516956567764282","0.024805229157209396","0.0"
"0.39856672286987305","0.012166822329163551","0.0"
"0.49522557854652405","0.025951771065592766","0.0"
"0.3966502249240875","0.004104019608348608","0.0"
"0.3342203199863434","0.010354847647249699","0.0"
"0.48651227355003357","0.0009679149952717125","0.0"
"0.41445809602737427","0.006319794338196516","0.0"
"0.4651219844818115","0.011745602823793888","0.0"
"0.5545539259910583","0.002064557047560811","0.0"
"0.4660121202468872","0.011876717209815979","0.0"
"0.35980767011642456","0.0032001601066440344","0.0"
"0.2811647951602936","0.061741504818201065","0.0"
"0.19628314673900604","0.02106388472020626","0.0"
"0.3841383755207062","0.009736950509250164","0.0"
"0.6939201951026917","0.003196374513208866","0.0"
"0.5235715508460999","0.011352922767400742","0.0"
"0.3142147660255432","0.00504599092528224","0.0"
"0.5488038659095764","0.07044950872659683","0.0"
"0.17812670767307281","0.10486243665218353","0.0"
"0.5512977838516235","0.014447742141783237","0.0"
"0.45466867089271545","0.01757902465760708","0.0"
"0.3963940441608429","0.010513603687286377","0.0"
"0.49962499737739563","0.0010913058649748564","0.0"
"0.36530986428260803","0.000842782377731055","0.0"
"0.3644750118255615","0.01600305549800396","0.0"
"0.3342623710632324","0.003543562488630414","0.0"
"0.39683446288108826","0.004456906579434872","0.0"
"0.4004983603954315","0.003042130032554269","0.0"
"0.6064879894256592","0.026488829404115677","0.0"
"0.474639356136322","0.002656396245583892","0.0"
"0.6502804756164551","0.007418654393404722","0.0"
"0.6291066408157349","0.030913345515727997","0.0"
"0.2905387580394745","0.011740588583052158","0.0"
"0.5503106117248535","0.015362211503088474","0.0"
"0.3027670681476593","0.048052769154310226","0.0"
"0.27773281931877136","0.017778273671865463","0.0"
"0.7569435834884644","0.006017501000314951","0.0"
"0.2889002561569214","0.004265665542334318","0.0"
"0.3006090819835663","0.01760508120059967","0.0"
"0.329378217458725","0.004147649742662907","0.0"
"0.38381344079971313","0.07228932529687881","0.0"
